,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,gpt Translations,qwen Translations
10,115,"An optical engineer studies science and studies engineering.
Someone who studies optical engineering is an optical engineer.
An optical engineer studies the generation, transmission, or detection of light.
Murphy is an optical engineer.","∀x (OpticalEngineer(x) → Study(x, science) ∧ Study(x, engineering))
∀x (Study(x, opticalEngineering) → OpticalEngineer(x))
∀x (OpticalEngineer(x) → Study(x, lightGeneration) ∨ Study(x, lightTransmission) ∨ Study(x, lightDetection))
OpticalEngineer(murphy)",Murphy studies science.,"Study(murphy, science)",True,348,"FOL Premises:
∀x (OpticalEngineer(x) → StudiesScience(x) ∧ StudiesEngineering(x)) ::: An optical engineer studies science and studies engineering.
∀x (StudiesOpticalEngineering(x) → OpticalEngineer(x)) ::: Someone who studies optical engineering is an optical engineer.
∀x (OpticalEngineer(x) → StudiesLight(x)) ::: An optical engineer studies the generation, transmission, or detection of light.
OpticalEngineer(mur","

∀x (OpticalEngineer(x) → (StudiesScience(x) ∧ StudiesEngineering(x)))  
∀x (StudiesOpticalEngineering(x) → OpticalEngineer(x))  
∀x (OpticalEngineer(x) → (StudiesGeneration(x) ∨ StudiesTransmission(x) ∨ StudiesDetection(x)))  
OpticalEngineer(Murphy)"
11,115,"An optical engineer studies science and studies engineering.
Someone who studies optical engineering is an optical engineer.
An optical engineer studies the generation, transmission, or detection of light.
Murphy is an optical engineer.","∀x (OpticalEngineer(x) → Study(x, science) ∧ Study(x, engineering))
∀x (Study(x, opticalEngineering) → OpticalEngineer(x))
∀x (OpticalEngineer(x) → Study(x, lightGeneration) ∨ Study(x, lightTransmission) ∨ Study(x, lightDetection))
OpticalEngineer(murphy)",Someone studies engineering.,"∃x (Study(x, engineering))",True,349,"∀x (OpticalEngineer(x) → (Studies(x, science) ∧ Studies(x, engineering)))  
∀x (Studies(x, optical_engineering) → OpticalEngineer(x))  
∀x (OpticalEngineer(x) → (Studies(x, generation_of_light) ∨ Studies(x, transmission_of_light) ∨ Studies(x, detection_of_light","

∀x (OpticalEngineer(x) → (Studies(x, science) ∧ Studies(x, engineering)))
∀x (Studies(x, optical engineering) → OpticalEngineer(x))
∀x (OpticalEngineer(x) → (Studies(x, generation) ∨ Studies(x, transmission) ∨ Studies(x, detection)))
OpticalEngineer(Murphy)"
12,371,"If Jane's friends wear scrubs every day, then they work in hospital settings.
If Jane's friends often wear casual outfits to work regularly, then they do not work in hospital settings.
All of Jane's friends who work in the laboratory wear scrubs every day.
All of Jane's friends who enjoy engineering and work in a related profession work in the laboratory.
All of Jane's friends who are more inclined towards analytical career paths also enjoy engineering and work in a related profession.
Martha is Jane's friend, and she either enjoys engineering and works in a related profession or she wears scrubs every day.","∀x (JanesFriend(x) ∧ WearEveryDay(x, scrub) → WorkIn(x, hospital))
∀x (JanesFriend(x) ∧ WearRegularly(x, casualOutfit, toWork) → ¬WorkIn(x, hospital))
∀x (JanesFriend(x) ∧ WorkIn(x, lab) → Wear(x, scrub))
∀x (JanesFriend(x) ∧ Like(x, engineering) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y))) → WorkIn(x, lab))
∀x (JanesFriend(x) ∧ InclinedTowards(x, analyticalCareer) → LikeEngineering(x) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y))))
JanesFriend(martha) ∧ ((LikeEngineering(martha) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y)))) ⊕ WearEveryDay(martha, scrub))",Martha is Jane's friend and she works in the laboratory.,"JanesFriends(martha) ∧ (WorkIn(martha, lab))",Uncertain,987,"∀x (Friend(Jane,x) ∧ WearScrubs(x) → WorkHospital(x))  
∀x (Friend(Jane,x) ∧ CasualWear(x) → ¬WorkHospital(x))  
∀x (Friend(Jane,x) ∧ LabWork(x) → WearScrubs(x))  
∀x (Friend(Jane,x) ∧ EnjoyEngineering(x) ∧ RelatedProfession(x) → LabWork(x))  
∀x (Friend(Jane,x) ∧ AnalyticalPath(x) → (EnjoyEngineering(x) ∧ RelatedProfession(x)))  
Friend(Jane,Martha) ∧ ((EnjoyEngineering(Martha) ∧ RelatedProfession(Martha","

∀x (Friend(x, Jane) ∧ WearsScrub(x) → WorkInHospital(x))  
∀x (Friend(x, Jane) ∧ WearsCasual(x) → ¬WorkInHospital(x))  
∀x (Friend(x, Jane) ∧ WorkInLab(x) → WearsScrub(x))  
∀x (Friend(x, Jane) ∧ (EnjoyEngineering(x) ∧ WorkInRelatedProfession(x)) → WorkInLab(x))  
∀x (Friend(x, Jane) ∧ InclinedAnalytical(x) → (EnjoyEngineering(x) ∧ WorkInRelatedProfession(x)))  
Friend(Martha, Jane) ∧ [(EnjoyEngineering(Martha) ∧ WorkInRelatedProfession(Martha)) ∨ WearsScrub(Martha)]"
13,371,"If Jane's friends wear scrubs every day, then they work in hospital settings.
If Jane's friends often wear casual outfits to work regularly, then they do not work in hospital settings.
All of Jane's friends who work in the laboratory wear scrubs every day.
All of Jane's friends who enjoy engineering and work in a related profession work in the laboratory.
All of Jane's friends who are more inclined towards analytical career paths also enjoy engineering and work in a related profession.
Martha is Jane's friend, and she either enjoys engineering and works in a related profession or she wears scrubs every day.","∀x (JanesFriend(x) ∧ WearEveryDay(x, scrub) → WorkIn(x, hospital))
∀x (JanesFriend(x) ∧ WearRegularly(x, casualOutfit, toWork) → ¬WorkIn(x, hospital))
∀x (JanesFriend(x) ∧ WorkIn(x, lab) → Wear(x, scrub))
∀x (JanesFriend(x) ∧ Like(x, engineering) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y))) → WorkIn(x, lab))
∀x (JanesFriend(x) ∧ InclinedTowards(x, analyticalCareer) → LikeEngineering(x) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y))))
JanesFriend(martha) ∧ ((LikeEngineering(martha) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y)))) ⊕ WearEveryDay(martha, scrub))",Martha is Jane's friend and she either often wears casual outfits to work regularly or is more inclined toward analytical career paths.,"JanesFriends(martha) ∧ (WearRegularly(martha, casualOutfit, toWork) ∨ InclinedTowards(martha, analyticalCareer))",False,988,"∀x (Friend(jane,x) ∧ WearScrubs(x) → WorkInHospital(x))  
∀x (Friend(jane,x) ∧ WearCasual(x) → ¬WorkInHospital(x))  
∀x (Friend(jane,x) ∧ WorkInLab(x) → WearScrubs(x))  
∀x (Friend(jane,x) ∧ EnjoyEngineering(x) ∧ WorkInRelatedProfession(x) → WorkInLab(x))  
∀x (Friend(jane,x) ∧ AnalyticalPath(x) → EnjoyEngineering(x) ∧ WorkInRelatedProfession(x))  
Friend(jane,martha) ∧ ((EnjoyEngineering(martha) ∧ WorkInRelatedProfession(martha))","

∀x (Friend(x) ∧ WearScrub(x) → WorkHospital(x))  
∀x (Friend(x) ∧ WearCasual(x) → ¬WorkHospital(x))  
∀x (Friend(x) ∧ WorkLab(x) → WearScrub(x))  
∀x (Friend(x) ∧ EnjoyEngineering(x) ∧ WorkRelated(x) → WorkLab(x))  
∀x (Friend(x) ∧ InclinedAnalytical(x) → (EnjoyEngineering(x) ∧ WorkRelated(x)))  
Friend(Martha) ∧ ((EnjoyEngineering(Martha) ∧ WorkRelated(Martha)) ∨ WearScrub(Martha))"
14,371,"If Jane's friends wear scrubs every day, then they work in hospital settings.
If Jane's friends often wear casual outfits to work regularly, then they do not work in hospital settings.
All of Jane's friends who work in the laboratory wear scrubs every day.
All of Jane's friends who enjoy engineering and work in a related profession work in the laboratory.
All of Jane's friends who are more inclined towards analytical career paths also enjoy engineering and work in a related profession.
Martha is Jane's friend, and she either enjoys engineering and works in a related profession or she wears scrubs every day.","∀x (JanesFriend(x) ∧ WearEveryDay(x, scrub) → WorkIn(x, hospital))
∀x (JanesFriend(x) ∧ WearRegularly(x, casualOutfit, toWork) → ¬WorkIn(x, hospital))
∀x (JanesFriend(x) ∧ WorkIn(x, lab) → Wear(x, scrub))
∀x (JanesFriend(x) ∧ Like(x, engineering) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y))) → WorkIn(x, lab))
∀x (JanesFriend(x) ∧ InclinedTowards(x, analyticalCareer) → LikeEngineering(x) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y))))
JanesFriend(martha) ∧ ((LikeEngineering(martha) ∧ (∃y (WorkIn(x, y) ∧ RelatedTo(y, engineering) ∧ Profession(y)))) ⊕ WearEveryDay(martha, scrub))",Martha is Jane's friend and she either wears casual outfits to work regularly and is more inclined toward analytical career paths or she neither wears casual outfits to work regularly nor is more inclined towards analytical career paths.,"JanesFriends(martha) ∧ ¬(WearRegularly(martha, casualOutfit, toWork) ⊕ InclinedTowards(martha, analyticalCareer))",True,989,"∃y (Friend(y) ∧ WearScrubs(y) → WorkHospital(y))  
∃y (Friend(y) ∧ WearCasual(y) → ¬WorkHospital(y))  
∃y (Friend(y) ∧ WorkLaboratory(y) → WearScrubs(y))  
∃y (Friend(y) ∧ EnjoyEngineering(y) ∧ WorkRelated(y) → WorkLaboratory(y))  
∃y (Friend(y) ∧ AnalyticalCareer(y) → EnjoyEngineering(y) ∧ WorkRelated(y))  
Friend(Martha) ∧ ((EnjoyEngineering(Martha) ∧ WorkRelated(Martha","

∀x (Friend(x) ∧ WearsScrub(x) → WorkHospital(x))  
∀x (Friend(x) ∧ WearCasual(x) → ¬WorkHospital(x))  
∀x (Friend(x) ∧ WorkLab(x) → WearsScrub(x))  
∀x (Friend(x) ∧ (EnjoyEng(x) ∧ WorkRelated(x)) → WorkLab(x))  
∀x (Friend(x) ∧ Analytical(x) → (EnjoyEng(x) ∧ WorkRelated(x)))  
Friend(Martha) ∧ ((EnjoyEng(Martha) ∧ WorkRelated(Martha)) ∨ WearsScrub(Martha))"
15,457,"All children are human.
If someone is underage, then they are a child.
People are either underage or of age.
If someone is of age, then they can vote.
If someone is of age, they can legally get married.
If Jack is a child and a human, then Jack is neither able to vote nor get married.","∀x (Child(x) → Human(x))
∀x (Underage(x) → Child(x))
∀x (Underage(x) ⊕ OfAge(x))
∀x (OfAge(x) → CanVote(x))
∀x (OfAge(x) → CanGetMarried(x))
Child(jack) ∧ Human(jack) → (¬CanVote(jack) ∧ ¬CanGetMarried(jack))",Jack is a human.,Human(jack),Uncertain,1318,"FOL Premises:
∀x (Child(x) → Human(x))
∀x (Underage(x) → Child(x))
∀x (Underage(x) ∨ OfAge(x))
∀x (OfAge(x) → CanVote(x))
∀x (OfAge(x) → CanMarry(x))
(Child(Jack) ∧ Human(Jack)) → (¬CanVote(Jack) �","

∀x (Child(x) → Human(x))  
∀x (Underage(x) → Child(x))  
∀x (Underage(x) ∨ OfAge(x))  
∀x (OfAge(x) → Vote(x))  
∀x (OfAge(x) → Married(x))  
(Child(Jack) ∧ Human(Jack)) → (¬Vote(Jack) ∧ ¬Married(Jack))"
16,457,"All children are human.
If someone is underage, then they are a child.
People are either underage or of age.
If someone is of age, then they can vote.
If someone is of age, they can legally get married.
If Jack is a child and a human, then Jack is neither able to vote nor get married.","∀x (Child(x) → Human(x))
∀x (Underage(x) → Child(x))
∀x (Underage(x) ⊕ OfAge(x))
∀x (OfAge(x) → CanVote(x))
∀x (OfAge(x) → CanGetMarried(x))
Child(jack) ∧ Human(jack) → (¬CanVote(jack) ∧ ¬CanGetMarried(jack))",Jack is able to vote and get married.,CanVote(jack) ∧ CanGetMarried(jack),True,1319,"∀x (Child(x) → Human(x))  
∀x (Underage(x) → Child(x))  
∀x (Underage(x) ∨ Adult(x))  
∀x (Adult(x) → CanVote(x))  
∀x (Adult(x) → CanMarry(x))  
(Child(jack) ∧ Human(jack)) → (¬CanVote(jack) �","

∀x (Child(x) → Human(x))  
∀x (Underage(x) → Child(x))  
∀x (Underage(x) ∨ OfAge(x))  
∀x (OfAge(x) → CanVote(x))  
∀x (OfAge(x) → CanMarried(x))  
(Child(Jack) ∧ Human(Jack)) → (¬CanVote(Jack) ∧ ¬CanMarried(Jack))"
17,457,"All children are human.
If someone is underage, then they are a child.
People are either underage or of age.
If someone is of age, then they can vote.
If someone is of age, they can legally get married.
If Jack is a child and a human, then Jack is neither able to vote nor get married.","∀x (Child(x) → Human(x))
∀x (Underage(x) → Child(x))
∀x (Underage(x) ⊕ OfAge(x))
∀x (OfAge(x) → CanVote(x))
∀x (OfAge(x) → CanGetMarried(x))
Child(jack) ∧ Human(jack) → (¬CanVote(jack) ∧ ¬CanGetMarried(jack))",Jack is either able to vote or legally able to get married.,CanVote(jack) ⊕ CanGetMarried(jack),False,1320,"∀x (Child(x) → Human(x)) ∧  
∀x (Underage(x) → Child(x)) ∧  
∀x (Underage(x) ∨ OfAge(x)) ∧  
∀x (OfAge(x) → Vote(x)) ∧  
∀x (OfAge(x) → Married(x)) ∧  
(Child(j) ∧ Human(j)) → (¬Vote(j","

∀x (Child(x) → Human(x))  
∀x (Underage(x) → Child(x))  
∀x (Underage(x) ∨ OfAge(x))  
∀x (OfAge(x) → CanVote(x))  
∀x (OfAge(x) → CanMarry(x))  
(Child(Jack) ∧ Human(Jack)) → (¬CanVote(Jack) ∧ ¬CanMarry(Jack))"
18,230,"The University of Oxford is a collegiate research university.
The University of Edinburgh is a collegiate research university officially opened in 1583 in England.
The University of Oxford is older than all other collegiate research universities in England.
If one collegiate research university is older than another collegiate research university, then the other university can't be older than the first university.
Oxford has educated a wide range of notable alums, including prime ministers of the United Kingdom and heads of state and government.
There are Nobel Prize laureates, Fields Medalists, and Turing Award winners who have studied at the University of Oxford.","CollegiateResearchUniversity(universityOfOxford)
OpenedIn(universityOfEdinburgh, y1583) ∧ InEngland(universityOfEdinburgh) ∧ CollegiateResearchUniversity(universityOfEdinburgh)
∀x (CollegiateResearchUniversity(x) ∧ InEngland(x) → Older(universityOfOxford, x))
∀x (CollegiateResearchUniversity(x) ∧ InEngland(x) ∧ ¬(x=universityOfOxford) → Older(universityOfOxford, x))
∃x ∃y ∃z ∃u ∃v ∃w ((NotableAlumniFrom(x, universityOfOxford) ∧ PrimeMinisterOfUnitedKingdom(x)) ∧ (NotableAlumniFrom(y, universityOfOxford) ∧ HeadOfState(y)) ∧ (NotableAlumniFrom(z, universityOfOxford) ∧ HeadOfGovernment(z)) ∧ (NotableAlumniFrom(u, universityOfOxford) ∧ PrimeMinisterOfUnitedKingdom(u)) ∧ (NotableAlumniFrom(v, universityOfOxford) ∧ HeadOfState(v)) ∧ (NotableAlumniFrom(w, universityOfOxford) ∧ HeadOfGovernment(w)))
∃x ∃y ∃z ∃u ∃v ∃w ((StudiedAt(x, universityOfOxford) ∧ NobelPrizeLaureate(x)) ∧ (StudiedAt(u, universityOfOxford) ∧ NobelPrizeLaureate(u)) ∧ (StudiedAt(y, universityOfOxford) ∧ FieldsMedalist(y)) ∧ (StudiedAt(v, universityOfOxford) ∧ FieldsMedalist(v)) ∧ (StudiedAt(z, universityOfOxford) ∧ TuringAwardWinner(z)) ∧ (StudiedAt(w, universityOfOxford) ∧ TuringAwardWinner(w)))",The University of Oxford is ranked among the most prestigious universities in the world.,RankedAmongPrestigousUniversities(universityOfOxford),Uncertain,652,"IsCollegiateResearchUniversity(Oxford)  
IsCollegiateResearchUniversity(Edinburgh)  
LocatedIn(Edinburgh, England)  
OfficiallyOpened(Edinburgh, 1583)  
∀y ((IsCollegiateResearchUniversity(y) ∧ LocatedIn(y, England) ∧ y ≠ Oxford) → OlderThan(Oxford, y))  
∀a∀b ((IsCollegiateResearchUniversity(a) ∧ IsCollegiateResearchUniversity(b) ∧ OlderThan(a, b)) → ¬OlderThan(b, a))  
∃x ((PrimeMinister(x) ∨ HeadOfState(x)) ∧ Educated(Oxford, x))  
∃x (NobelPrizeLaureate(x) ∧ StudiedAt(x, Oxford))  
∃x (FieldsMedalist(x) ∧ StudiedAt(x, Oxford))  
∃x (TuringAwardWinner(x)","

CollegiateResearchUniversity(Oxford)  
CollegiateResearchUniversity(Edinburgh)  
∀u (CollegiateResearchUniversity(u) ∧ u ≠ Oxford ∧ InEngland(u) → Older(Oxford, u))  
∀x ∀y (Older(x, y) → ¬Older(y, x))  
∃x (Educated(Oxford, x) ∧ (PrimeMinister(x) ∨ HeadOfState(x) ∨ HeadOfGovernment(x)))  
∃x (Nobel(x) ∨ FieldsMedalist(x) ∨ TuringAward(x) ∧ StudiedAt(Oxford, x))"
19,230,"The University of Oxford is a collegiate research university.
The University of Edinburgh is a collegiate research university officially opened in 1583 in England.
The University of Oxford is older than all other collegiate research universities in England.
If one collegiate research university is older than another collegiate research university, then the other university can't be older than the first university.
Oxford has educated a wide range of notable alums, including prime ministers of the United Kingdom and heads of state and government.
There are Nobel Prize laureates, Fields Medalists, and Turing Award winners who have studied at the University of Oxford.","CollegiateResearchUniversity(universityOfOxford)
OpenedIn(universityOfEdinburgh, y1583) ∧ InEngland(universityOfEdinburgh) ∧ CollegiateResearchUniversity(universityOfEdinburgh)
∀x (CollegiateResearchUniversity(x) ∧ InEngland(x) → Older(universityOfOxford, x))
∀x (CollegiateResearchUniversity(x) ∧ InEngland(x) ∧ ¬(x=universityOfOxford) → Older(universityOfOxford, x))
∃x ∃y ∃z ∃u ∃v ∃w ((NotableAlumniFrom(x, universityOfOxford) ∧ PrimeMinisterOfUnitedKingdom(x)) ∧ (NotableAlumniFrom(y, universityOfOxford) ∧ HeadOfState(y)) ∧ (NotableAlumniFrom(z, universityOfOxford) ∧ HeadOfGovernment(z)) ∧ (NotableAlumniFrom(u, universityOfOxford) ∧ PrimeMinisterOfUnitedKingdom(u)) ∧ (NotableAlumniFrom(v, universityOfOxford) ∧ HeadOfState(v)) ∧ (NotableAlumniFrom(w, universityOfOxford) ∧ HeadOfGovernment(w)))
∃x ∃y ∃z ∃u ∃v ∃w ((StudiedAt(x, universityOfOxford) ∧ NobelPrizeLaureate(x)) ∧ (StudiedAt(u, universityOfOxford) ∧ NobelPrizeLaureate(u)) ∧ (StudiedAt(y, universityOfOxford) ∧ FieldsMedalist(y)) ∧ (StudiedAt(v, universityOfOxford) ∧ FieldsMedalist(v)) ∧ (StudiedAt(z, universityOfOxford) ∧ TuringAwardWinner(z)) ∧ (StudiedAt(w, universityOfOxford) ∧ TuringAwardWinner(w)))",The University of Edinburgh is older than The University of Oxford.,"IsOlder(universityOfEdinburgh, universityOfOxford)",False,653,"CollegiateRU(oxford).

CollegiateRU(edinburgh) ∧ OfficiallyOpened(edinburgh, 1583) ∧ InEngland(edinburgh).

∀y ((CollegiateRU(y) ∧ InEngland(y) ∧ y ≠ oxford) → OlderThan(oxford, y)).

∀x ∀y ((CollegiateRU(x) ∧ CollegiateRU(y) ∧ OlderThan(x, y)) → ¬OlderThan(y, x)).

Educated(oxford) ∧ ∀p ((PrimeMinister(p) ∨ HeadOfStateOrGovernment(p)) → StudiedAt(p, oxford)).

∃n (NobelPrizeLaureate(n) ∧ StudiedAt(n, oxford)) ∧ ∃f (FieldsMedalist(f) ∧ StudiedAt(f, oxford)) ∧ ∃t (TuringAwardWinner(t) �","

CollegiateResearchUniversity(Oxford)  
CollegiateResearchUniversity(Edinburgh) ∧ FoundedInYear(Edinburgh, 1583) ∧ FoundedInEngland(Edinburgh)  
∀x (CollegiateResearchUniversity(x) ∧ FoundedInEngland(x) ∧ x ≠ Oxford → OlderThan(Oxford, x))  
∀x ∀y (OlderThan(x, y) → ¬OlderThan(y, x))  
∃z (EducatedAlumni(Oxford, z) ∧ NotableAlumni(z))  
∃z (NobelLaureate(z) ∧ EducatedAlumni(Oxford, z)) ∧ ∃z (FieldsMedalist(z) ∧ EducatedAlumni(Oxford, z)) ∧ ∃z (TuringAwardWinner(z) ∧ EducatedAlumni(Oxford, z))"
20,230,"The University of Oxford is a collegiate research university.
The University of Edinburgh is a collegiate research university officially opened in 1583 in England.
The University of Oxford is older than all other collegiate research universities in England.
If one collegiate research university is older than another collegiate research university, then the other university can't be older than the first university.
Oxford has educated a wide range of notable alums, including prime ministers of the United Kingdom and heads of state and government.
There are Nobel Prize laureates, Fields Medalists, and Turing Award winners who have studied at the University of Oxford.","CollegiateResearchUniversity(universityOfOxford)
OpenedIn(universityOfEdinburgh, y1583) ∧ InEngland(universityOfEdinburgh) ∧ CollegiateResearchUniversity(universityOfEdinburgh)
∀x (CollegiateResearchUniversity(x) ∧ InEngland(x) → Older(universityOfOxford, x))
∀x (CollegiateResearchUniversity(x) ∧ InEngland(x) ∧ ¬(x=universityOfOxford) → Older(universityOfOxford, x))
∃x ∃y ∃z ∃u ∃v ∃w ((NotableAlumniFrom(x, universityOfOxford) ∧ PrimeMinisterOfUnitedKingdom(x)) ∧ (NotableAlumniFrom(y, universityOfOxford) ∧ HeadOfState(y)) ∧ (NotableAlumniFrom(z, universityOfOxford) ∧ HeadOfGovernment(z)) ∧ (NotableAlumniFrom(u, universityOfOxford) ∧ PrimeMinisterOfUnitedKingdom(u)) ∧ (NotableAlumniFrom(v, universityOfOxford) ∧ HeadOfState(v)) ∧ (NotableAlumniFrom(w, universityOfOxford) ∧ HeadOfGovernment(w)))
∃x ∃y ∃z ∃u ∃v ∃w ((StudiedAt(x, universityOfOxford) ∧ NobelPrizeLaureate(x)) ∧ (StudiedAt(u, universityOfOxford) ∧ NobelPrizeLaureate(u)) ∧ (StudiedAt(y, universityOfOxford) ∧ FieldsMedalist(y)) ∧ (StudiedAt(v, universityOfOxford) ∧ FieldsMedalist(v)) ∧ (StudiedAt(z, universityOfOxford) ∧ TuringAwardWinner(z)) ∧ (StudiedAt(w, universityOfOxford) ∧ TuringAwardWinner(w)))",The University of Oxford is made up of thirty-nine semi-autonomous constituent colleges.,"MadeUpOf(universityOfOxford, thirtyninecolleges)",Uncertain,654,"Collegiate(Oxford) ∧ Research(Oxford)

Collegiate(Edinburgh) ∧ Research(Edinburgh) ∧ OpenedIn(Edinburgh, 1583) ∧ LocatedIn(Edinburgh, England)

∀x ((Collegiate(x) ∧ Research(x) ∧ LocatedIn(x, England) ∧ x ≠ Oxford) → OlderThan(Oxford, x))

∀x ∀y (((Collegiate(x) ∧ Research(x) ∧ Collegiate(y) ∧ Research(y) ∧ OlderThan(x, y)) → ¬OlderThan(y, x))

∀y ((PrimeMinister(y) ∨ HeadOfState(y)) → Educated(Oxford, y))

∀y ((NobelLaureate(y) ∨ FieldsMedalist(y) ∨ TuringAwardWinner(y","

CollegiateResearchUniversity(Oxford)  
CollegiateResearchUniversity(Edinburgh) ∧ FoundedInYear(Edinburgh, 1583) ∧ FoundedInEngland(Edinburgh)  
∀x ( (CollegiateResearchUniversity(x) ∧ FoundedInEngland(x) ∧ x ≠ Oxford) → OlderThan(Oxford, x))  
∀a ∀b (OlderThan(a, b) → ¬OlderThan(b, a))  
EducatedNotableAlums(Oxford)  
HasNobelLaureates(Oxford) ∧ HasFieldsMedalists(Oxford) ∧ HasTuringAwardWinners(Oxford)"
21,156,"A boat floats on water.
There are bricks on the boat.","FloatOn(boat, water)
∃x (Brick(x) ∧ On(x, boat))",Bricks float on water.,"∀x (Brick(x) ∧ FloatOn(x, water))",Uncertain,449,∃b ∃x (Boat(b) ∧ Floats(b) ∧ Brick(x,"

∀x (Boat(x) → FloatsOnWater(x))  
∃x (Brick(x) ∧ OnBoat(x, b))"
22,466,"All employees under Peter are engineers or scientists.
If an employee under Peter is an engineer, then the employee is hard-working.
If an employee under Peter is a scientist, then the employee is well compensated.
If an employee under Peter is well compensated, then the employee does not work remotely. 
If an employee under Peter refuses to work in person, then the employee works remotely. 
Pan is an employee under Peter and if Pan is not both working remotely and well-compensated, then Pan works remotely. ","∀x (Empolyee(x) ∧ ManagedBy(x, peter) → Engineer(x) ∨ Scientist(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ Engineer(x) → HardWorking(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ Scientist(x) → WellCompensated(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ WellCompensated(x) → ¬WorkRemotely(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ RefuseToWorkInPerson(x) → WorkRemotely(x))
Empolyee(pan) ∧ ManagedBy(pan, peter) ∧ (¬(WorkRemotely(pan) ∧ WellCompensated(pan)) → WorkRemotely(pan))",Pan refuses to work in person.,RefuseToWorkInPerson(pan),Uncertain,1345,"∀x (Employee(x) → (Engineer(x) ∨ Scientist(x)))  
∀x (Employee(x) ∧ Engineer(x) → HardWorking(x))  
∀x (Employee(x) ∧ Scientist(x) → WellCompensated(x))  
∀x (Employee(x) ∧ WellCompensated(x) → ¬Remote(x))  
∀x (Employee(x) ∧ RefuseInPerson(x) → Remote(x))  
Employee(pan) ∧ (¬(Remote(pan) ∧ WellCompensated(p","

∀x (EmpPeter(x) → Engineer(x) ∨ Scientist(x))  
∀x (EmpPeter(x) ∧ Engineer(x) → HardWorking(x))  
∀x (EmpPeter(x) ∧ Scientist(x) → WellCompensated(x))  
∀x (EmpPeter(x) ∧ WellCompensated(x) → ¬WorkRemotely(x))  
∀x (EmpPeter(x) ∧ RefuseInPerson(x) → WorkRemotely(x))  
EmpPeter(Pan) ∧ (¬(WorkRemotely(Pan) ∧ WellCompensated(Pan)) → WorkRemotely(Pan))"
23,466,"All employees under Peter are engineers or scientists.
If an employee under Peter is an engineer, then the employee is hard-working.
If an employee under Peter is a scientist, then the employee is well compensated.
If an employee under Peter is well compensated, then the employee does not work remotely. 
If an employee under Peter refuses to work in person, then the employee works remotely. 
Pan is an employee under Peter and if Pan is not both working remotely and well-compensated, then Pan works remotely. ","∀x (Empolyee(x) ∧ ManagedBy(x, peter) → Engineer(x) ∨ Scientist(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ Engineer(x) → HardWorking(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ Scientist(x) → WellCompensated(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ WellCompensated(x) → ¬WorkRemotely(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ RefuseToWorkInPerson(x) → WorkRemotely(x))
Empolyee(pan) ∧ ManagedBy(pan, peter) ∧ (¬(WorkRemotely(pan) ∧ WellCompensated(pan)) → WorkRemotely(pan))",Pan refuses to work in person or is hard-working.,RefuseToWorkInPerson(pan) ∨ HardWorking(pan),True,1346,"∀x (UnderPeter(x) → (Engineer(x) ∨ Scientist(x)))

∀x ((UnderPeter(x) ∧ Engineer(x)) → HardWorking(x))

∀x ((UnderPeter(x) ∧ Scientist(x)) → WellCompensated(x))

∀x ((UnderPeter(x) ∧ WellCompensated(x)) → ¬Remote(x))

∀x ((UnderPeter(x) ∧ RefusesWorkInPerson(x)) → Remote(x))

UnderPeter(pan) ∧ (¬(Remote(pan) ∧ WellCompens","

∀x (EmployeeUnderPeter(x) → (Engineer(x) ∨ Scientist(x)))  
∀x (EmployeeUnderPeter(x) ∧ Engineer(x) → HardWorking(x))  
∀x (EmployeeUnderPeter(x) ∧ Scientist(x) → WellCompensated(x))  
∀x (EmployeeUnderPeter(x) ∧ WellCompensated(x) → ¬WorksRemotely(x))  
∀x (EmployeeUnderPeter(x) ∧ RefusesInPerson(x) → WorksRemotely(x))  
EmployeeUnderPeter(Pan) ∧ (¬(WorksRemotely(Pan) ∧ WellCompensated(Pan)) → WorksRemotely(Pan))"
